script,capabilities,cap_count
Workbench/ToolbarRepo/Scripts/IFLS_Workbench/Tools/IFLS_Workbench_Slicing_TailTrim_SelectedItems.lua,"MIDI Routing/Setup, Slicing/Sampler, Toolbar/Menu/Installer",3
Workbench/ToolbarRepo/Scripts/IFLS_Workbench/Tools/SamplePack/IFLSWB_SamplePack_Export_SelectedItems_POSTBUS.lua,"MIDI Routing/Setup, Slicing/Sampler, Toolbar/Menu/Installer",3
Engine/IFLS_SafeApply.lua,"MIDI Routing/Setup, Patchbay/Routing Engine",2
Tools/IFLS_Workbench_HW_Conflict_View.lua,"MIDI Routing/Setup, Patchbay/Routing Engine",2
Tools/IFLS_Workbench_HW_Recall_Apply.lua,"MIDI Routing/Setup, Patchbay/Routing Engine",2
Tools/IFLS_Workbench_Slicing_Clickify_SelectedItems.lua,"MIDI Routing/Setup, Slicing/Sampler",2
Tools/IFLS_Workbench_Slicing_TailTrim_SelectedItems.lua,"MIDI Routing/Setup, Slicing/Sampler",2
Tools/SamplePack/IFLSWB_SamplePack_Export_SelectedItems_POSTBUS.lua,"MIDI Routing/Setup, Slicing/Sampler",2
Workbench/FB01/Pack_v7/Scripts/IFLS_FB01_Apply_Slot_To_FB01.lua,"MIDI SysEx, Synth Modules FB01",2
Workbench/FB01/Pack_v8/Scripts/IFLS_FB01_ReplayDump_From_ExtState.lua,"MIDI SysEx, Synth Modules FB01",2
Workbench/FB01/Pack_v8/Scripts/IFLS_FB01_Replay_SYX_File_Safe.lua,"MIDI SysEx, Synth Modules FB01",2
Workbench/ToolbarRepo/Scripts/IFLS_Workbench/IFLS_Workbench_Explode_AutoBus_Smart_Route.lua,"MIDI Routing/Setup, Toolbar/Menu/Installer",2
Workbench/ToolbarRepo/Scripts/IFLS_Workbench/IFLS_Workbench_MicFX_ParamApply_v3_6.lua,"MIDI Routing/Setup, Toolbar/Menu/Installer",2
Workbench/ToolbarRepo/Scripts/IFLS_Workbench/Tools/IFLS_Workbench_Eliminate_Duplicate_Installations_v0.7.5.lua,"MIDI Routing/Setup, Toolbar/Menu/Installer",2
Workbench/ToolbarRepo/Scripts/IFLS_Workbench/Tools/IFLS_Workbench_Reamp_Print_Toggle_From_FXBus.lua,"MIDI Routing/Setup, Toolbar/Menu/Installer",2
_bootstrap.lua,"MIDI SysEx, Synth Modules FB01",2
IFLS_Workbench_Explode_AutoBus_Smart_Route.lua,MIDI Routing/Setup,1
IFLS_Workbench_MicFX_ParamApply_v3_6.lua,MIDI Routing/Setup,1
Tools/IFLS_Workbench_Eliminate_Duplicate_Installations_v0.7.5.lua,MIDI Routing/Setup,1
Workbench/Scripts/IFLS_Workbench_Repo_Diagnostics.lua,MIDI SysEx,1
