script,capabilities,cap_count
Tools/SamplePack/IFLSWB_SamplePack_Pipeline_PostFixHQ_GainDry_ExportPostBus.lua,Slicing/Sampler,1
Tools/SamplePack/IFLSWB_SamplePack_Pipeline_PostFixHQ_GainWet_Export.lua,Slicing/Sampler,1
Workbench/FB01/Pack_v3/Scripts/IFLS_FB01_Create_8Part_Rack_1824c.lua,Synth Modules FB01,1
Workbench/Scripts/IFLS_Workbench_Repo_Diagnostics.lua,MIDI SysEx,1
Workbench/ScriptsBundle/IFLS_SCRIPT_BUNDLE_ALL_REQUIRED_v1_3_4/TOOLS_IFLS_PREF_FORMAT_AND_WORKFLOW_PACK_v1_3_4/IFLS_Create_FXChains_And_TrackTemplates_v1_0.lua,Chains/Presets/Wizard,1
Workbench/ScriptsBundle/IFLS_SCRIPT_BUNDLE_ALL_REQUIRED_v1_3_4/TOOLS_IFLS_PREF_FORMAT_AND_WORKFLOW_PACK_v1_3_4/IFLS_Scan_InstalledFX_WithFormat_AndFolders_v1_4.lua,FX Inventory/Param Catalog,1
Workbench/ToolbarRepo/Scripts/IFLS/IFLS_Cleanup_Duplicate_IFLS_Scripts.lua,Toolbar/Menu/Installer,1
Workbench/ToolbarRepo/Scripts/IFLS/IFLS_Diagnostics.lua,Toolbar/Menu/Installer,1
Workbench/ToolbarRepo/Scripts/IFLS_Workbench/Tools/Diagnostics/IFLSWB_TestSuite_CompileAll.lua,Toolbar/Menu/Installer,1
Workbench/ToolbarRepo/Scripts/IFLS_Workbench/Tools/Diagnostics/IFLS_Workbench_Cleanup_Duplicate_IFLS_Scripts.lua,Toolbar/Menu/Installer,1
Workbench/ToolbarRepo/Scripts/IFLS_Workbench/Tools/Diagnostics/IFLS_Workbench_Diagnostics_Legacy_IFLS.lua,Toolbar/Menu/Installer,1
Workbench/ToolbarRepo/Scripts/IFLS_Workbench/Tools/IFLS_Workbench_Test_SWS_Split_Items_At_Transients.lua,Toolbar/Menu/Installer,1
Workbench/ToolbarRepo/Scripts/IFLS_Workbench/Tools/JSFX/IFLS_Workbench_Insert_JSFX_ifls_workbench_dynamic_meter_v1_peaknorm_out.lua,Toolbar/Menu/Installer,1
Workbench/ToolbarRepo/Scripts/IFLS_Workbench/Tools/JSFX/IFLS_Workbench_Insert_JSFX_ifls_workbench_reampsuite_analyzer_fft.lua,Toolbar/Menu/Installer,1
Workbench/ToolbarRepo/Scripts/IFLS_Workbench/Tools/SamplePack/IFLSWB_SamplePack_Export_Menu.lua,Toolbar/Menu/Installer,1
Workbench/ToolbarRepo/Scripts/IFLS_Workbench/Tools/SamplePack/IFLSWB_SamplePack_Export_SelectedItems_LastSettings.lua,Toolbar/Menu/Installer,1
Workbench/ToolbarRepo/Scripts/IFLS_Workbench/Tools/SamplePack/IFLSWB_SamplePack_GainStage_Loops_LUFSI_TP.lua,Toolbar/Menu/Installer,1
Workbench/ToolbarRepo/Scripts/IFLS_Workbench/Tools/SamplePack/IFLSWB_SamplePack_GainStage_SelectedItems_DRY.lua,Toolbar/Menu/Installer,1
Workbench/ToolbarRepo/Scripts/IFLS_Workbench/Tools/SamplePack/IFLSWB_SamplePack_GainStage_SelectedItems_WET.lua,Toolbar/Menu/Installer,1
Tools/Diagnostics/IFLS_Workbench_Cleanup_Duplicate_IFLS_Scripts.lua,,0
Tools/Diagnostics/IFLS_Workbench_Diagnostics_Legacy_IFLS.lua,,0
Tools/IFLS_Workbench_Test_SWS_Split_Items_At_Transients.lua,,0
Tools/SamplePack/IFLSWB_SamplePack_Export_Menu.lua,,0
Tools/SamplePack/IFLSWB_SamplePack_Export_SelectedItems_LastSettings.lua,,0
Tools/SamplePack/IFLSWB_SamplePack_GainStage_Loops_LUFSI_TP.lua,,0
Tools/SamplePack/IFLSWB_SamplePack_GainStage_SelectedItems_DRY.lua,,0
Tools/SamplePack/IFLSWB_SamplePack_GainStage_SelectedItems_WET.lua,,0
